date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-27 15:00:00,1.0,109612818456576.0,805941248.0,1.283611421e+16,14798381056.0,45097156608.0,15510892544.0,0.0,89.4,99.49,889992.73
2018-07-27 15:10:00,0.44,6381789184.0,11574038863872.0,1.283636401e+16,14772555776.0,45097156608.0,15509983232.0,37.0,21.7,99.51,867034.43
2018-07-27 15:20:00,0.34,109617403133952.0,10703450112.0,1.283662634e+16,14752329728.0,45097156608.0,15506100224.0,37.0,103.94,99.85,3472642.43
2018-07-27 15:30:00,0.56,109620300652544.0,10703450112.0,1.283696536e+16,14758461440.0,45097156608.0,15502254080.0,0.0,178.12,99.99,1303386.43
2018-07-27 15:40:00,0.76,6381957120.0,11575397629952.0,1.283742067e+16,14975471616.0,45097156608.0,15496781824.0,46.0,45.29,99.19,985179.67
2018-07-27 15:50:00,0.61,24123801600.0,10703450112.0,1.283768712e+16,15093657600.0,45097156608.0,15494811648.0,51.0,20.22,99.33,1033930.33
2018-07-27 16:00:00,0.38,1092788224.0,10703450112.0,1.283799087e+16,15098863616.0,45097156608.0,15491801088.0,38.0,81.61,99.58,947829.33
2018-07-27 16:10:00,0.27,109631372898304.0,10703450112.0,1.283825065e+16,14818086912.0,45097156608.0,15477334016.0,0.0,36.97,99.21,688458.8
2018-07-27 16:20:00,0.25,109634125332480.0,10703450112.0,1.283854115e+16,14800023552.0,45097156608.0,15478722560.0,0.0,90.58,99.88,1165967.77
2018-07-27 16:30:00,0.19,24123850752.0,11575401238528.0,1.28387792e+16,14807457792.0,45097156608.0,15478083584.0,38.0,110.12,100.0,1421226.17
2018-07-27 16:40:00,0.33,24123875328.0,10703470592.0,1.283932219e+16,14824660992.0,45097156608.0,15485079552.0,37.0,92.04,99.69,1723335.63
2018-07-27 16:50:00,0.28,109643034812416.0,11576737792000.0,1.283959123e+16,14879186944.0,45097156608.0,15481958400.0,51.0,16.88,99.21,719998.63
2018-07-27 17:00:00,0.31,1092845568.0,805941248.0,1.283985519e+16,14979371008.0,45097156608.0,15479525376.0,0.0,13.49,99.43,470524.13
2018-07-27 17:10:00,0.35,24124039168.0,10703470592.0,1.284013504e+16,15007543296.0,45097156608.0,15477678080.0,0.0,44.71,99.49,882074.07
2018-07-27 17:20:00,0.25,109650108747776.0,10703503360.0,1.284039228e+16,14894485504.0,45097156608.0,15477600256.0,39.0,19.54,99.38,922323.63
2018-07-27 17:30:00,0.36,24124116992.0,10703503360.0,1.284065321e+16,14764220416.0,45097156608.0,15478374400.0,37.0,27.34,99.48,1183383.67
2018-07-27 17:40:00,0.29,109655089680384.0,10703503360.0,1.284094751e+16,14781247488.0,45097156608.0,15479529472.0,37.0,131.26,99.99,1226510.93
2018-07-27 17:50:00,0.44,24124223488.0,10703511552.0,1.284153431e+16,14823374848.0,45097156608.0,15497023488.0,37.0,129.76,100.0,4065028.53
2018-07-27 18:00:00,0.34,1092902912.0,10703511552.0,1.284175057e+16,14919053312.0,45097156608.0,15497576448.0,37.0,21.94,99.72,980947.93
2018-07-27 18:10:00,0.38,24124297216.0,806031360.0,1.284202715e+16,14934622208.0,45097156608.0,15498219520.0,45.0,51.3,99.5,833689.0
2018-07-27 18:20:00,0.31,24124596224.0,10703577088.0,1.284228689e+16,14956769280.0,45097156608.0,15497588736.0,49.0,25.13,99.68,706992.3
2018-07-27 18:30:00,0.27,24125255680.0,806031360.0,1.284253314e+16,14762409984.0,45097156608.0,15496003584.0,38.0,39.33,99.4,560891.57
