date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-24 00:00:00,0.76,28257199165440.0,1612328960.0,4411796500000000.0,1162162176.0,32212254720.0,22958526464.0,38.8,43.52,85.74,1339296.77
2018-07-24 00:10:00,0.55,1320451088384.0,36178219008.0,4412180630000000.0,1162186752.0,32212254720.0,22962352128.0,25.2,42.4,85.75,1307710.43
2018-07-24 00:20:00,0.79,2048462848.0,50009010176.0,4412632600000000.0,1162186752.0,32212254720.0,22969573376.0,46.4,103.89,85.3,1140668.5
2018-07-24 00:30:00,0.64,28259428528128.0,50009038848.0,4412977250000000.0,1157931008.0,32212254720.0,22967074816.0,39.0,33.43,84.42,993006.9
2018-07-24 00:40:00,0.6,28259547783168.0,36178219008.0,4413317480000000.0,1157939200.0,32212254720.0,22968811520.0,46.0,32.56,85.73,967076.33
2018-07-24 00:50:00,0.53,28260812951552.0,50009088000.0,4413634810000000.0,1158033408.0,32212254720.0,22970486784.0,41.0,28.68,85.77,848061.5
2018-07-24 01:00:00,0.48,28261339869184.0,36178219008.0,4413898320000000.0,1158057984.0,32212254720.0,22983737344.0,46.6,119.35,89.45,679155.43
2018-07-24 01:10:00,0.46,2049355776.0,36321755136.0,4414142830000000.0,1166163968.0,32212254720.0,22972821504.0,40.0,23.7,86.09,718457.97
2018-07-24 01:20:00,0.38,28261771849728.0,1612550144.0,4414435390000000.0,1179869184.0,32212254720.0,22973616128.0,47.4,24.68,85.31,686044.4
2018-07-24 01:30:00,0.32,1322617688064.0,36463955968.0,4414531440000000.0,1205796864.0,32212254720.0,22976782336.0,10.6,18.23,85.56,517525.1
2018-07-24 01:40:00,0.34,1323673055232.0,1612558336.0,4414807050000000.0,1232142336.0,32212254720.0,22976958464.0,44.0,19.58,85.53,569012.33
2018-07-24 01:50:00,0.41,2049888256.0,1612574720.0,4414979630000000.0,1236770816.0,32212254720.0,22977482752.0,20.6,15.51,86.28,460631.43
2018-07-24 02:00:00,0.39,2050031616.0,1612718080.0,4415150870000000.0,1244045312.0,32212254720.0,22978088960.0,40.2,16.75,86.17,486392.47
2018-07-24 02:10:00,0.52,2050039808.0,36627857408.0,4415313210000000.0,1257988096.0,32212254720.0,22977982464.0,23.8,13.22,86.39,399096.5
2018-07-24 02:20:00,0.78,2050039808.0,1612726272.0,4415390260000000.0,1271394304.0,32212254720.0,22982930432.0,34.4,33.65,87.16,271841.97
2018-07-24 02:30:00,0.54,1330603520000.0,1612726272.0,4415638410000000.0,1276100608.0,32212254720.0,22978609152.0,41.4,17.43,86.45,481846.33
2018-07-24 02:40:00,0.41,1331845677056.0,1612726272.0,4415699910000000.0,1278803968.0,32212254720.0,22979424256.0,42.6,11.76,86.52,323534.07
2018-07-24 02:50:00,0.49,30650281799680.0,1612730368.0,4415812720000000.0,1282801664.0,32212254720.0,22988013568.0,46.4,103.27,92.58,307374.63
