date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-24 00:00:00,5.91,16384.0,3629056.0,228570000000.0,12296192.0,32212254720.0,4300800.0,0.0,0.02,0.09,11.8
2018-07-24 00:10:00,6.31,9134080.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,39.2
2018-07-24 00:20:00,5.52,16384.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,39.2
2018-07-24 00:30:00,6.28,81686528.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,7.8
2018-07-24 00:40:00,6.18,9134080.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,13.03
2018-07-24 00:50:00,5.84,16384.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,71.6
2018-07-24 01:00:00,6.9,16384.0,16384.0,228570000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,41.4
2018-07-24 01:10:00,6.75,16384.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,20.47
2018-07-24 01:20:00,7.03,9134080.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,28.73
2018-07-24 01:30:00,7.07,16384.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,13.03
2018-07-24 01:40:00,8.0,9134080.0,16384.0,228570000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,10.0
2018-07-24 01:50:00,6.76,9134080.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,122.57
2018-07-24 02:00:00,6.8,16384.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,23.5
2018-07-24 02:10:00,6.35,16384.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,23.5
2018-07-24 02:20:00,6.47,9134080.0,3661824.0,228570000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,7.8
2018-07-24 02:30:00,4.78,16384.0,16384.0,228570000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,19.2
2018-07-24 02:40:00,5.53,16384.0,3661824.0,228630000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,41.4
2018-07-24 02:50:00,5.05,16384.0,16384.0,228630000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,120.2
2018-07-24 03:00:00,5.39,16384.0,16384.0,228630000000.0,12353536.0,32212254720.0,4304896.0,0.0,0.0,0.09,33.97
2018-07-24 03:10:00,6.89,16384.0,3661824.0,228630000000.0,12394496.0,32212254720.0,4513792.0,0.0,0.0,0.09,10.0
2018-07-24 03:20:00,6.28,16384.0,16384.0,228630000000.0,12394496.0,32212254720.0,4509696.0,0.0,0.0,0.09,23.4
2018-07-24 03:30:00,6.61,9142272.0,3661824.0,228700000000.0,12320768.0,32212254720.0,4526080.0,0.0,0.0,0.09,39.2
2018-07-24 03:40:00,5.53,9142272.0,3661824.0,228700000000.0,12320768.0,32212254720.0,4530176.0,0.0,0.0,0.09,18.27
2018-07-24 03:50:00,5.53,16384.0,16384.0,228700000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,10.0
2018-07-24 04:00:00,6.18,81702912.0,3661824.0,228700000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,68.0
2018-07-24 04:10:00,7.33,16384.0,16384.0,228820000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,10.0
2018-07-24 04:20:00,7.12,16384.0,3661824.0,228820000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,18.27
2018-07-24 04:30:00,5.64,16384.0,3661824.0,228820000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,17.0
2018-07-24 04:40:00,7.32,9142272.0,16384.0,228820000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,33.97
2018-07-24 04:50:00,6.06,16384.0,16384.0,228820000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,135.97
2018-07-24 05:00:00,4.88,9142272.0,3661824.0,228820000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,7.8
2018-07-24 05:10:00,5.95,9142272.0,16384.0,228820000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,15.67
2018-07-24 05:20:00,6.12,16384.0,3661824.0,228890000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,5.2
2018-07-24 05:30:00,6.17,81702912.0,16384.0,228890000000.0,12320768.0,32212254720.0,4300800.0,0.0,0.0,0.09,33.97
2018-07-24 05:40:00,5.54,16384.0,16384.0,228890000000.0,12320768.0,32212254720.0,4304896.0,0.0,0.0,0.09,224.5
2018-07-24 05:50:00,6.15,16384.0,3674112.0,228890000000.0,12333056.0,32212254720.0,4300800.0,0.0,0.02,0.09,117.4
2018-07-24 06:00:00,5.81,81719296.0,16384.0,228890000000.0,12333056.0,32212254720.0,4300800.0,0.0,0.0,0.09,13.03
2018-07-24 06:10:00,6.17,9154560.0,3674112.0,228890000000.0,12333056.0,32212254720.0,4300800.0,0.0,0.0,0.09,7.8
2018-07-24 06:20:00,5.07,16384.0,73228288.0,228890000000.0,12333056.0,32212254720.0,4300800.0,0.0,0.0,0.09,47.37
2018-07-24 06:30:00,5.66,9158656.0,16384.0,228890000000.0,12341248.0,32212254720.0,4300800.0,0.0,0.0,0.09,60.13
2018-07-24 06:40:00,5.19,16384.0,3678208.0,228890000000.0,12349440.0,32212254720.0,4304896.0,0.0,0.01,0.09,7.4
2018-07-24 06:50:00,6.61,16384.0,16384.0,228890000000.0,12349440.0,32212254720.0,4304896.0,0.0,0.0,0.09,98.5
2018-07-24 07:00:00,6.31,16384.0,16384.0,228890000000.0,12349440.0,32212254720.0,4304896.0,0.0,0.0,0.09,7.8
2018-07-24 07:10:00,5.9,9158656.0,3678208.0,228950000000.0,12349440.0,32212254720.0,4300800.0,0.0,0.0,0.09,28.73
2018-07-24 07:20:00,6.0,9158656.0,16384.0,228950000000.0,12349440.0,32212254720.0,4304896.0,0.0,0.0,0.09,23.5
2018-07-24 07:30:00,5.41,81731584.0,73240576.0,229020000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,22.23
2018-07-24 07:40:00,5.12,16384.0,3678208.0,229020000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,5.2
2018-07-24 07:50:00,5.54,9158656.0,3678208.0,229020000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,45.67
2018-07-24 08:00:00,5.3,16384.0,16384.0,229020000000.0,12353536.0,32212254720.0,4300800.0,0.0,0.0,0.09,45.8
2018-07-24 08:10:00,5.81,16384.0,16384.0,229020000000.0,12361728.0,32212254720.0,4304896.0,0.0,0.01,0.09,18.27
2018-07-24 08:20:00,6.09,16384.0,73252864.0,229080000000.0,12374016.0,32212254720.0,4300800.0,0.0,0.0,0.09,7.8
2018-07-24 08:30:00,4.65,9166848.0,3686400.0,229080000000.0,12374016.0,32212254720.0,4300800.0,0.0,0.0,0.09,7.8
2018-07-24 08:40:00,7.6,16384.0,3686400.0,229080000000.0,12378112.0,32212254720.0,4300800.0,0.0,0.0,0.09,7.8
2018-07-24 08:50:00,5.96,16384.0,16384.0,229080000000.0,12378112.0,32212254720.0,4304896.0,0.0,0.0,0.09,103.0
2018-07-24 09:00:00,5.64,16384.0,3686400.0,229080000000.0,12378112.0,32212254720.0,4304896.0,0.0,0.0,0.09,39.97
2018-07-24 09:10:00,5.2,16384.0,3686400.0,229080000000.0,12378112.0,32212254720.0,4304896.0,0.0,0.0,0.09,33.97
2018-07-24 09:20:00,5.78,16384.0,16384.0,229080000000.0,12378112.0,32212254720.0,4300800.0,0.0,0.01,0.09,65.37
2018-07-24 09:30:00,4.84,81743872.0,16384.0,229080000000.0,12378112.0,32212254720.0,4304896.0,0.0,0.0,0.09,30.87
2018-07-24 09:40:00,5.77,9166848.0,3686400.0,229080000000.0,12378112.0,32212254720.0,4300800.0,0.0,0.0,0.09,39.2
2018-07-24 09:50:00,4.48,16384.0,3686400.0,229080000000.0,12378112.0,32212254720.0,4304896.0,3.0,0.01,0.09,788.93
2018-07-24 10:00:00,4.79,9166848.0,3686400.0,229080000000.0,12382208.0,32212254720.0,4304896.0,0.0,0.0,0.09,31.37
2018-07-24 10:10:00,4.56,81743872.0,16384.0,229080000000.0,12382208.0,32212254720.0,4300800.0,0.0,0.0,0.09,51.87
2018-07-24 10:20:00,5.53,16384.0,16384.0,229080000000.0,12382208.0,32212254720.0,4304896.0,0.0,0.0,0.09,7.8
2018-07-24 10:30:00,5.83,9166848.0,16384.0,229080000000.0,12382208.0,32212254720.0,4304896.0,0.0,0.01,0.09,23.5
