date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-24 00:00:00,2.06,55459840.0,32145408.0,4.016702035e+16,15563563008.0,68719476736.0,10563039232.0,4.0,217.2,77.53,38387128.2
2018-07-24 00:10:00,4.31,55459840.0,32145408.0,4.017017486e+16,15563743232.0,68719476736.0,10561449984.0,3.0,7.41,77.54,7492984.9
2018-07-24 00:20:00,4.48,28204290048.0,32145408.0,4.017205791e+16,15564156928.0,68719476736.0,10564812800.0,6.0,77.63,77.56,38223042.6
2018-07-24 00:30:00,4.59,28204797952.0,32145408.0,4.017533446e+16,15564406784.0,68719476736.0,10563780608.0,0.0,540.97,77.57,31129353.2
2018-07-24 00:40:00,3.73,28205662208.0,4498563072.0,4.017714523e+16,15564627968.0,68719476736.0,10565414912.0,7.0,388.35,77.58,54236349.37
2018-07-24 00:50:00,2.75,28206010368.0,32145408.0,4.017828957e+16,15564763136.0,68719476736.0,10564927488.0,7.0,409.36,77.58,53357728.53
2018-07-24 01:00:00,2.45,55459840.0,4498563072.0,4.017945536e+16,15564976128.0,68719476736.0,10564890624.0,5.0,856.55,77.58,38072017.5
2018-07-24 01:10:00,3.14,55459840.0,32145408.0,4.018172388e+16,15565217792.0,68719476736.0,10565140480.0,0.0,641.85,77.59,45835241.93
2018-07-24 01:20:00,2.61,28207607808.0,32145408.0,4.018338562e+16,15565475840.0,68719476736.0,10565197824.0,7.0,467.43,77.6,52857855.3
2018-07-24 01:30:00,2.14,55459840.0,32145408.0,4.018448806e+16,15565627392.0,68719476736.0,10564681728.0,2.0,167.79,77.61,14902147.5
2018-07-24 01:40:00,2.55,28208513024.0,4498563072.0,4.01863892e+16,15565791232.0,68719476736.0,10565451776.0,3.0,246.32,77.61,22566934.9
2018-07-24 01:50:00,1.58,55459840.0,32145408.0,4.018666242e+16,15565860864.0,68719476736.0,10565414912.0,6.0,224.35,77.61,22531128.0
2018-07-24 02:00:00,1.46,55459840.0,4498563072.0,4.018777528e+16,15565963264.0,68719476736.0,10564845568.0,3.0,809.0,77.61,7593846.73
2018-07-24 02:10:00,1.41,55459840.0,32145408.0,4.018864889e+16,15566094336.0,68719476736.0,10564542464.0,0.0,185.32,77.61,1699.13
2018-07-24 02:20:00,3.43,55459840.0,4498563072.0,4.019194258e+16,15566340096.0,68719476736.0,10565951488.0,17.0,727.3,77.62,44471416.47
2018-07-24 02:30:00,3.31,55459840.0,32145408.0,4.019439693e+16,15566512128.0,68719476736.0,10565779456.0,0.0,3.34,77.62,10060.2
2018-07-24 02:40:00,4.01,55459840.0,32145408.0,4.019722389e+16,15566704640.0,68719476736.0,10566819840.0,0.0,7.95,77.63,12817580.93
2018-07-24 02:50:00,2.7,55459840.0,32145408.0,4.019811276e+16,15566819328.0,68719476736.0,10566352896.0,1.0,26.91,77.63,12202052.43
2018-07-24 03:00:00,3.41,28212350976.0,32145408.0,4.019931915e+16,15566946304.0,68719476736.0,10566606848.0,4.0,62.85,77.63,45903840.93
2018-07-24 03:10:00,2.77,55459840.0,4738228224.0,4.020024129e+16,15567073280.0,68719476736.0,10566451200.0,3.0,97.31,77.63,23017535.23
2018-07-24 03:20:00,1.94,28213313536.0,32145408.0,4.020070384e+16,15567523840.0,68719476736.0,10566107136.0,0.0,18.42,77.63,30444787.13
2018-07-24 03:30:00,1.91,55459840.0,32145408.0,4.02016779e+16,15567740928.0,68719476736.0,10566860800.0,2.0,78.97,77.64,14825882.67
2018-07-24 03:40:00,1.91,55459840.0,32145408.0,4.020298863e+16,15567843328.0,68719476736.0,10566266880.0,0.0,170.4,77.64,37726704.43
2018-07-24 03:50:00,1.91,55459840.0,32145408.0,4.020298863e+16,15567843328.0,68719476736.0,10566266880.0,9.0,430.25,77.65,38252230.97
2018-07-24 04:00:00,1.98,55459840.0,32145408.0,4.020537583e+16,15568277504.0,68719476736.0,10567286784.0,5.0,191.58,77.65,38236524.33
2018-07-24 04:10:00,3.33,55459840.0,4498563072.0,4.020753536e+16,15568457728.0,68719476736.0,10567049216.0,11.0,158.56,77.66,52602869.07
2018-07-24 04:20:00,2.91,55459840.0,32145408.0,4.020901032e+16,15568654336.0,68719476736.0,10566832128.0,7.0,222.8,77.67,52496195.7
