date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-24 00:00:00,0.0,430080.0,430080.0,117423890000000.0,569704448.0,32212254720.0,649269248.0,66.0,0.23,4.69,606.6
2018-07-24 00:10:00,0.0,430080.0,283328512.0,117424990000000.0,569708544.0,32212254720.0,649269248.0,69.0,0.26,4.69,605.63
2018-07-24 00:20:00,0.0,2526611103744.0,430080.0,117426190000000.0,569712640.0,32212254720.0,649265152.0,31.0,0.51,4.69,540.43
2018-07-24 00:30:00,0.0,2494341681152.0,529133568.0,117427580000000.0,569659392.0,32212254720.0,649265152.0,34.0,0.46,4.69,520.5
2018-07-24 00:40:00,0.0,430080.0,430080.0,117428690000000.0,569663488.0,32212254720.0,649265152.0,36.0,0.42,4.69,523.43
2018-07-24 00:50:00,0.0,430080.0,430080.0,117429930000000.0,569667584.0,32212254720.0,649265152.0,0.0,0.28,4.69,511.37
2018-07-24 01:00:00,0.0,430080.0,430080.0,117431090000000.0,569675776.0,32212254720.0,649265152.0,47.0,0.27,4.69,561.27
2018-07-24 01:10:00,0.0,2494481727488.0,430080.0,117432050000000.0,569679872.0,32212254720.0,649269248.0,52.0,0.27,4.69,590.83
2018-07-24 01:20:00,0.0,430080.0,283328512.0,117433100000000.0,569688064.0,32212254720.0,649265152.0,0.0,0.27,4.69,593.27
2018-07-24 01:30:00,0.0,430080.0,430080.0,117434730000000.0,569724928.0,32212254720.0,649134080.0,65.0,0.27,4.69,617.53
2018-07-24 01:40:00,0.0,2494654128128.0,430080.0,117435930000000.0,569729024.0,32212254720.0,649138176.0,68.0,0.26,4.69,601.57
2018-07-24 01:50:00,0.04,430080.0,430080.0,117436990000000.0,569733120.0,32212254720.0,649134080.0,30.0,0.51,4.69,529.93
2018-07-24 02:00:00,0.01,430080.0,283328512.0,117438050000000.0,569757696.0,32212254720.0,649134080.0,33.0,0.51,4.69,523.33
2018-07-24 02:10:00,0.0,430080.0,430080.0,117439200000000.0,569778176.0,32212254720.0,649134080.0,37.0,0.41,4.69,490.03
2018-07-24 02:20:00,0.0,430080.0,430080.0,117440350000000.0,569802752.0,32212254720.0,649134080.0,39.0,0.38,4.69,500.3
