date,load,blkio.throttle.io_service_bytes_Async,blkio.throttle.io_service_bytes_Read,container_cpu_usage_seconds_total,container_memory_active_file,container_memory_hierarchical_memory_limit,container_memory_rss,container_network_tcp_TimeWait,cpu.busy,mem.memused,net.if.in.bytes
2018-07-27 15:10:00,0.0,33305979854848.0,1902818553856.0,2.062075396e+16,523259904.0,45097156608.0,44109803520.0,92.0,92.48,99.88,935924.23
2018-07-27 15:20:00,0.59,33306608234496.0,1902897790976.0,2.062119214e+16,505430016.0,45097156608.0,44112654336.0,96.0,107.9,100.0,1248853.1
2018-07-27 15:30:00,0.63,33307227275264.0,46682804224.0,2.0621627e+16,542220288.0,45097156608.0,44117401600.0,104.0,79.47,100.0,604174.33
2018-07-27 15:40:00,0.42,46865895424.0,1903048912896.0,2.062204564e+16,495230976.0,45097156608.0,44113543168.0,0.0,206.71,99.79,1152204.17
2018-07-27 15:50:00,0.64,142849265664.0,46684106752.0,2.062277834e+16,508334080.0,45097156608.0,44109303808.0,104.0,192.92,100.0,678976.83
2018-07-27 16:00:00,1.06,46867496960.0,46684442624.0,2.062452101e+16,505618432.0,45097156608.0,44099743744.0,106.0,208.9,99.83,989878.3
2018-07-27 16:10:00,0.68,46867517440.0,1903308423168.0,2.062503678e+16,531972096.0,45097156608.0,44101480448.0,0.0,169.15,99.78,693616.77
2018-07-27 16:20:00,0.69,33310588166144.0,1903395418112.0,2.062556346e+16,546127872.0,45097156608.0,44099366912.0,98.0,112.1,100.0,1121987.47
2018-07-27 16:30:00,0.85,33311258669056.0,1903481364480.0,2.062603115e+16,544161792.0,45097156608.0,44097241088.0,88.0,90.99,99.88,539767.07
2018-07-27 16:40:00,0.38,33311899000832.0,1903530172416.0,2.062642896e+16,533045248.0,45097156608.0,44094504960.0,93.0,86.71,100.0,708782.2
2018-07-27 16:50:00,0.52,46869389312.0,1903658004480.0,2.062697084e+16,555159552.0,45097156608.0,44093448192.0,109.0,120.51,100.0,1199944.47
2018-07-27 17:00:00,1.15,33313269305344.0,1903762526208.0,2.062883315e+16,521924608.0,45097156608.0,44090986496.0,106.0,201.24,100.0,537552.27
2018-07-27 17:10:00,0.75,33313987313664.0,1903812800512.0,2.062938756e+16,552087552.0,45097156608.0,44082163712.0,108.0,63.78,99.91,798035.87
2018-07-27 17:20:00,0.74,33314664398848.0,1903913005056.0,2.06298469e+16,514572288.0,45097156608.0,44092858368.0,100.0,151.91,99.8,1242072.53
2018-07-27 17:30:00,0.5,33315396739072.0,46687629312.0,2.063036575e+16,544985088.0,45097156608.0,44096430080.0,102.0,98.46,100.0,574380.8
2018-07-27 17:40:00,0.42,33316073865216.0,1904057004032.0,2.063083785e+16,538234880.0,45097156608.0,44089114624.0,104.0,90.88,99.86,901981.9
2018-07-27 17:50:00,0.81,33316767248384.0,1904165650432.0,2.063144026e+16,493961216.0,45097156608.0,44121399296.0,99.0,225.22,99.79,966708.4
2018-07-27 18:00:00,1.58,33317398024192.0,1904250572800.0,2.063345207e+16,511533056.0,45097156608.0,44111654912.0,101.0,227.73,99.88,629994.13
2018-07-27 18:10:00,0.74,33318052200448.0,46689583104.0,2.06340896e+16,531660800.0,45097156608.0,44107132928.0,102.0,172.28,100.0,782056.1
2018-07-27 18:20:00,0.72,142878605312.0,1904370266112.0,2.063467492e+16,520757248.0,45097156608.0,44122722304.0,0.0,93.37,100.0,1296501.2
2018-07-27 18:30:00,0.5,33319333277696.0,1904439230464.0,2.063514717e+16,501305344.0,45097156608.0,44122550272.0,94.0,74.56,99.84,434554.6
2018-07-27 18:40:00,0.78,33319983501312.0,1904483364864.0,2.063559129e+16,534355968.0,45097156608.0,44120649728.0,112.0,66.36,100.0,539946.97
2018-07-27 18:50:00,0.94,142883549184.0,1904595279872.0,2.063662875e+16,517144576.0,45097156608.0,44126470144.0,115.0,276.85,99.95,1131887.77
2018-07-27 19:00:00,1.17,33321253240832.0,1904660475904.0,2.063772793e+16,505774080.0,45097156608.0,44110741504.0,100.0,243.84,100.0,702053.3
2018-07-27 19:10:00,0.82,33321925308416.0,1904693403648.0,2.063847858e+16,537751552.0,45097156608.0,44113289216.0,102.0,69.7,99.94,541629.4
2018-07-27 19:20:00,0.76,33322615504896.0,1904754438144.0,2.06390245e+16,495902720.0,45097156608.0,44116590592.0,106.0,175.65,99.78,1058154.3
2018-07-27 19:30:00,0.62,33323297673216.0,1904841916416.0,2.063946027e+16,510537728.0,45097156608.0,44114018304.0,99.0,89.83,99.77,666304.1
2018-07-27 19:40:00,0.6,33323977732096.0,1904885309440.0,2.063984772e+16,553934848.0,45097156608.0,44112896000.0,100.0,79.44,99.98,694618.4
2018-07-27 19:50:00,0.63,33324578775040.0,46693597184.0,2.064051136e+16,523907072.0,45097156608.0,44112785408.0,0.0,230.35,99.91,1176340.9
2018-07-27 20:00:00,0.77,46877097984.0,1905054121984.0,2.064146056e+16,504905728.0,45097156608.0,44111564800.0,91.0,209.67,100.0,518409.93
2018-07-27 20:10:00,0.87,46877102080.0,1905087721472.0,2.064220752e+16,539680768.0,45097156608.0,44107337728.0,87.0,124.85,99.9,609651.9
2018-07-27 20:20:00,0.65,33326561701888.0,1905151913984.0,2.06427195e+16,520372224.0,45097156608.0,44102717440.0,119.0,79.77,99.79,527074.23
2018-07-27 20:30:00,0.97,46877446144.0,1905231355904.0,2.064322348e+16,532090880.0,45097156608.0,44111396864.0,119.0,56.28,99.95,542101.33
2018-07-27 20:40:00,0.47,33327758262272.0,142287245312.0,2.064355429e+16,520847360.0,45097156608.0,44112674816.0,120.0,91.15,99.77,916666.23
2018-07-27 20:50:00,0.84,33328431026176.0,1905365712896.0,2.064409694e+16,526544896.0,45097156608.0,44112261120.0,114.0,128.57,99.94,1152928.47
2018-07-27 21:00:00,0.84,33329126338560.0,1905443823616.0,2.06448321e+16,536264704.0,45097156608.0,44112211968.0,117.0,258.17,99.92,585969.83
2018-07-27 21:10:00,0.85,33329759907840.0,46695391232.0,2.06457632e+16,529637376.0,45097156608.0,44103606272.0,111.0,83.04,100.0,464239.87
2018-07-27 21:20:00,0.53,33330428129280.0,1905516445696.0,2.06462009e+16,565460992.0,45097156608.0,44105474048.0,113.0,71.78,99.99,804975.23
2018-07-27 21:30:00,0.51,33331062538240.0,1905614471168.0,2.064664171e+16,505434112.0,45097156608.0,44111712256.0,0.0,71.1,99.82,1020732.27
2018-07-27 21:40:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 21:50:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:00:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:10:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:20:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:30:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:40:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 22:50:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:00:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:10:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:20:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:30:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:40:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-27 23:50:00,0.63,46879272960.0,46696054784.0,2.064676625e+16,505176064.0,45097156608.0,44112461824.0,55.0,86.09,100.0,715992.33
2018-07-28 00:00:00,0.67,46885781504.0,46702522368.0,2.065580817e+16,529534976.0,45097156608.0,44110794752.0,121.0,143.45,99.8,857536.57
2018-07-28 00:10:00,0.74,46886088704.0,46702829568.0,2.065641691e+16,568475648.0,45097156608.0,44101013504.0,115.0,219.09,99.97,602123.57
2018-07-28 00:20:00,0.57,46886531072.0,46703271936.0,2.065697329e+16,518656000.0,45097156608.0,44096638976.0,116.0,107.37,99.8,1158540.63
2018-07-28 00:30:00,0.6,33342910054400.0,1906868375552.0,2.065757833e+16,530452480.0,45097156608.0,44095827968.0,121.0,49.74,99.97,460705.27
2018-07-28 00:40:00,0.73,142933725184.0,1906916876288.0,2.065800235e+16,555978752.0,45097156608.0,44098596864.0,110.0,182.21,99.93,1104006.13
2018-07-28 00:50:00,0.71,46887038976.0,142323277824.0,2.065878804e+16,498053120.0,45097156608.0,44112957440.0,112.0,129.21,99.97,893676.47
2018-07-28 01:00:00,0.68,33344923418624.0,46704082944.0,2.065949627e+16,545730560.0,45097156608.0,44108976128.0,115.0,237.65,99.98,468972.83
2018-07-28 01:10:00,0.66,33345595486208.0,1907108773888.0,2.066016097e+16,562003968.0,45097156608.0,44104892416.0,105.0,82.63,99.89,1002198.03
2018-07-28 01:20:00,0.5,142938558464.0,1907176431616.0,2.066069013e+16,560033792.0,45097156608.0,44100255744.0,108.0,128.14,99.81,1080790.1
2018-07-28 01:30:00,0.44,46887718912.0,1907225481216.0,2.06612134e+16,575868928.0,45097156608.0,44100427776.0,104.0,111.22,99.96,754074.3
2018-07-28 01:40:00,0.52,33347502891008.0,1907278573568.0,2.066172913e+16,537665536.0,45097156608.0,44102684672.0,106.0,119.27,99.99,932634.07
2018-07-28 01:50:00,0.64,46888316928.0,1907350757376.0,2.066235884e+16,557674496.0,45097156608.0,44099219456.0,109.0,93.65,99.9,897134.6
2018-07-28 02:00:00,0.62,33348827516928.0,46705250304.0,2.066292261e+16,550952960.0,45097156608.0,44095987712.0,105.0,245.59,99.76,843904.03
2018-07-28 02:10:00,0.52,46888558592.0,1907407937536.0,2.066348057e+16,585908224.0,45097156608.0,44096495616.0,112.0,110.78,99.95,485374.43
2018-07-28 02:20:00,0.43,33350161199104.0,1907434369024.0,2.066396036e+16,611041280.0,45097156608.0,44092473344.0,114.0,66.98,99.9,879450.7
2018-07-28 02:30:00,0.56,33350794248192.0,1907498213376.0,2.066448852e+16,597385216.0,45097156608.0,44096036864.0,107.0,76.8,99.83,954792.57
2018-07-28 02:40:00,0.47,46889058304.0,46705754112.0,2.066492894e+16,590647296.0,45097156608.0,44087324672.0,0.0,115.0,99.9,662101.7
2018-07-28 02:50:00,0.87,33352099274752.0,1907608817664.0,2.066559523e+16,572002304.0,45097156608.0,44088967168.0,99.0,394.65,99.78,1139961.73
2018-07-28 03:00:00,0.81,33352717578240.0,1907658727424.0,2.066639992e+16,582164480.0,45097156608.0,44097183744.0,104.0,65.66,99.97,437629.97
2018-07-28 03:10:00,0.62,142957420544.0,1907676864512.0,2.066688757e+16,623779840.0,45097156608.0,44089847808.0,0.0,79.54,99.94,542073.27
2018-07-28 03:20:00,0.63,46890242048.0,1907710230528.0,2.06673208e+16,601219072.0,45097156608.0,44085448704.0,103.0,84.86,99.81,1082260.13
2018-07-28 03:30:00,0.57,46890242048.0,1907756740608.0,2.066775941e+16,622538752.0,45097156608.0,44084797440.0,107.0,69.54,99.98,618246.33
2018-07-28 03:40:00,0.42,33355374899200.0,46707400704.0,2.066813932e+16,628412416.0,45097156608.0,44083851264.0,108.0,77.81,99.85,807842.1
2018-07-28 03:50:00,0.66,33355966640128.0,1907847430144.0,2.066876145e+16,606814208.0,45097156608.0,44085784576.0,0.0,111.39,99.95,1110868.43
2018-07-28 04:00:00,0.64,33356604223488.0,1907871752192.0,2.066933016e+16,630157312.0,45097156608.0,44081610752.0,105.0,126.14,99.88,600130.8
2018-07-28 04:10:00,0.48,33357261258752.0,1907886522368.0,2.066987047e+16,631287808.0,45097156608.0,44080021504.0,110.0,75.42,99.98,847001.53
2018-07-28 04:20:00,0.51,33357946060800.0,1907919134720.0,2.067028791e+16,626151424.0,45097156608.0,44079652864.0,0.0,79.19,99.9,1129063.03
2018-07-28 04:30:00,0.38,46891565056.0,1907948027904.0,2.067066518e+16,641789952.0,45097156608.0,44072001536.0,103.0,48.24,99.8,596257.47
2018-07-28 04:40:00,0.43,33359270060032.0,1907988549632.0,2.06711069e+16,624025600.0,45097156608.0,44084834304.0,93.0,107.15,99.99,1073133.67
2018-07-28 04:50:00,0.55,33359864045568.0,1908013707264.0,2.067170623e+16,637931520.0,45097156608.0,44075200512.0,98.0,93.61,99.87,540198.53
2018-07-28 05:00:00,0.49,33360519737344.0,1908027887616.0,2.067217426e+16,642453504.0,45097156608.0,44074115072.0,0.0,160.98,99.75,815710.2
2018-07-28 05:10:00,0.39,33361213112320.0,1908042272768.0,2.067263293e+16,674144256.0,45097156608.0,44072550400.0,104.0,68.1,99.91,987942.57
2018-07-28 05:20:00,0.55,142967730176.0,142355140608.0,2.067312303e+16,644390912.0,45097156608.0,44070502400.0,107.0,95.47,100.0,974195.3
2018-07-28 05:30:00,0.54,33362546372608.0,1908089778176.0,2.067359028e+16,677380096.0,45097156608.0,44065112064.0,108.0,81.9,99.94,988574.2
2018-07-28 05:40:00,0.56,142969462784.0,46709010432.0,2.067417339e+16,646873088.0,45097156608.0,44067155968.0,101.0,192.95,99.84,941956.73
2018-07-28 05:50:00,0.45,46892351488.0,1908149493760.0,2.067479293e+16,657002496.0,45097156608.0,44071411712.0,0.0,92.72,100.0,585197.87
2018-07-28 06:00:00,0.53,33364512436224.0,1908169248768.0,2.067539697e+16,674705408.0,45097156608.0,44068311040.0,0.0,65.31,99.94,731753.77
2018-07-28 06:10:00,0.6,46892781568.0,1908187705344.0,2.067600422e+16,639787008.0,45097156608.0,44068302848.0,99.0,82.0,99.83,1066874.13
2018-07-28 06:20:00,0.52,33365871120384.0,46709469184.0,2.067650824e+16,647487488.0,45097156608.0,44060614656.0,100.0,86.56,100.0,1215580.67
2018-07-28 06:30:00,0.64,33366538485760.0,46709624832.0,2.067692405e+16,658399232.0,45097156608.0,44058238976.0,88.0,64.94,99.9,667930.83
2018-07-28 06:40:00,0.53,46893142016.0,1908291354624.0,2.06774141e+16,622764032.0,45097156608.0,44066545664.0,90.0,129.63,99.8,1033299.6
2018-07-28 06:50:00,0.92,33367876825088.0,46710177792.0,2.067821102e+16,635658240.0,45097156608.0,44070469632.0,98.0,244.66,99.96,638676.2
2018-07-28 07:00:00,0.74,33368480288768.0,1908345749504.0,2.067895539e+16,619724800.0,45097156608.0,44064256000.0,103.0,107.32,99.81,973500.57
2018-07-28 07:10:00,0.78,33369157500928.0,1908362305536.0,2.067963837e+16,650727424.0,45097156608.0,44068225024.0,107.0,45.8,99.99,591562.17
2018-07-28 07:20:00,0.55,33369836306432.0,46710521856.0,2.068008931e+16,636706816.0,45097156608.0,44066881536.0,108.0,98.54,99.92,1261549.83
2018-07-28 07:30:00,0.43,33370463698944.0,46710673408.0,2.068055777e+16,617074688.0,45097156608.0,44058124288.0,100.0,56.49,100.0,583791.37
2018-07-28 07:40:00,0.37,33371098476544.0,1908476194816.0,2.068092952e+16,632762368.0,45097156608.0,44056141824.0,103.0,57.58,99.91,766274.5
